MetricId,Entity,Status,Columns,Sample,Error
DemaComeReg,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 5318043.02, 'Values_Hour02': 5229665.61, 'Values_Hour03': 5116468.44, 'Values_Hour04': 4987794.93, 'Values_Hour05': 4871244.05, 'Values_Hour06': 4771634.07, 'Values_Hour07': 4590301.41, 'Values_Hour08': 4603386.09, 'Values_Hour09': 4784128.39, 'Values_Hour10': 5001125.79, 'Values_Hour11': 5220967.91, 'Values_Hour12': 5408725.16, 'Values_Hour13': 5567029.58, 'Values_Hour14': 5596683.26, 'Values_Hour15': 5551874.97, 'Values_Hour16': 5492032.99, 'Values_Hour17': 5426091.74, 'Values_Hour18': 5467143.98, 'Values_Hour19': 6009353.3, 'Values_Hour20': 6237168.89, 'Values_Hour21': 6180453.27, 'Values_Hour22': 6020687.2, 'Values_Hour23': 5753183.02, 'Values_Hour24': 5438487.82, 'Date': Timestamp('2024-01-01 00:00:00')}]",
DemaComeNoReg,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 1969516.68, 'Values_Hour02': 1926316.02, 'Values_Hour03': 1947805.8, 'Values_Hour04': 1935291.39, 'Values_Hour05': 1940210.05, 'Values_Hour06': 1953144.52, 'Values_Hour07': 1738001.28, 'Values_Hour08': 1744470.58, 'Values_Hour09': 1756206.35, 'Values_Hour10': 1712490.76, 'Values_Hour11': 1681983.1, 'Values_Hour12': 1796765.61, 'Values_Hour13': 1786274.6, 'Values_Hour14': 1816138.88, 'Values_Hour15': 1808449.0, 'Values_Hour16': 1891204.59, 'Values_Hour17': 1942421.37, 'Values_Hour18': 1968153.45, 'Values_Hour19': 2162755.46, 'Values_Hour20': 2165775.99, 'Values_Hour21': 2162661.33, 'Values_Hour22': 2164797.31, 'Values_Hour23': 2163163.8, 'Values_Hour24': 2170988.88, 'Date': Timestamp('2024-01-01 00:00:00')}]",
RestSinAliv,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 19876747.98, 'Values_Hour02': 55835238.48, 'Values_Hour03': 81684830.16, 'Values_Hour04': 159985685.67, 'Values_Hour05': 116345686.82, 'Values_Hour06': 104035208.44, 'Values_Hour07': 149855939.07, 'Values_Hour08': 195523663.42, 'Values_Hour09': 211723400.88, 'Values_Hour10': 212904382.07, 'Values_Hour11': 213100055.3, 'Values_Hour12': 177565577.94, 'Values_Hour13': 192684424.76, 'Values_Hour14': 208238046.71, 'Values_Hour15': 225712348.07, 'Values_Hour16': 161342852.87, 'Values_Hour17': 145834429.2, 'Values_Hour18': 146454910.88, 'Values_Hour19': 131625468.3, 'Values_Hour20': 147206658.31, 'Values_Hour21': 140376528.41, 'Values_Hour22': 131746186.23, 'Values_Hour23': 110302750.37, 'Values_Hour24': 120021739.2, 'Date': Timestamp('2024-01-01 00:00:00')}]",
DemaComeNoReg,CIIU,Success,"['Id', 'Values_Activity', 'Values_code', 'Values_Subactivity', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'CIIU', 'Values_Activity': 'ACTIVIDADES ARTÍSTICAS, DE ENTRETENEMIENTO Y RECREACIÓN', 'Values_code': 9005, 'Values_Subactivity': 'ARTES PLÁSTICAS Y VISUALES', 'Values_Hour01': 17.45, 'Values_Hour02': 17.51, 'Values_Hour03': 17.46, 'Values_Hour04': 17.29, 'Values_Hour05': 17.49, 'Values_Hour06': 17.32, 'Values_Hour07': 17.3, 'Values_Hour08': 32.8, 'Values_Hour09': 71.46, 'Values_Hour10': 84.04, 'Values_Hour11': 84.07, 'Values_Hour12': 84.68, 'Values_Hour13': 93.4, 'Values_Hour14': 95.45, 'Values_Hour15': 95.87, 'Values_Hour16': 96.49, 'Values_Hour17': 95.8, 'Values_Hour18': 96.18, 'Values_Hour19': 95.86, 'Values_Hour20': 95.26, 'Values_Hour21': 89.2, 'Values_Hour22': 85.99, 'Values_Hour23': 73.4, 'Values_Hour24': 57.05, 'Date': Timestamp('2024-01-01 00:00:00')}]",
PrecPromContNoRegu,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 295.55868, 'Values_Hour02': 296.01788, 'Values_Hour03': 296.18681, 'Values_Hour04': 297.45657, 'Values_Hour05': 297.6037, 'Values_Hour06': 297.57098, 'Values_Hour07': 296.48601, 'Values_Hour08': 293.28663, 'Values_Hour09': 291.70519, 'Values_Hour10': 291.18313, 'Values_Hour11': 290.43243, 'Values_Hour12': 289.1226, 'Values_Hour13': 288.9392, 'Values_Hour14': 288.04521, 'Values_Hour15': 288.72012, 'Values_Hour16': 290.76828, 'Values_Hour17': 292.6483, 'Values_Hour18': 294.03437, 'Values_Hour19': 293.51938, 'Values_Hour20': 292.71581, 'Values_Hour21': 293.15563, 'Values_Hour22': 293.377, 'Values_Hour23': 293.88593, 'Values_Hour24': 294.80781, 'Date': Timestamp('2024-01-01 00:00:00')}]",
PrecPromContRegu,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 281.11255, 'Values_Hour02': 280.84604, 'Values_Hour03': 280.62326, 'Values_Hour04': 280.44071, 'Values_Hour05': 280.36723, 'Values_Hour06': 280.3593, 'Values_Hour07': 280.4851, 'Values_Hour08': 279.82566, 'Values_Hour09': 280.21191, 'Values_Hour10': 280.6489, 'Values_Hour11': 280.99455, 'Values_Hour12': 281.29311, 'Values_Hour13': 281.50304, 'Values_Hour14': 281.55662, 'Values_Hour15': 281.50134, 'Values_Hour16': 281.48156, 'Values_Hour17': 281.3776, 'Values_Hour18': 288.89866, 'Values_Hour19': 288.66585, 'Values_Hour20': 288.64187, 'Values_Hour21': 288.61394, 'Values_Hour22': 288.68031, 'Values_Hour23': 288.76204, 'Values_Hour24': 288.82416, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompContEnerReg,Agente,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Agente', 'Values_code': 'ASCC', 'Values_Hour01': 1392.89, 'Values_Hour02': 1355.81, 'Values_Hour03': 1331.46, 'Values_Hour04': 1351.72, 'Values_Hour05': 1363.08, 'Values_Hour06': 1388.68, 'Values_Hour07': 1397.16, 'Values_Hour08': 1478.88, 'Values_Hour09': 1553.11, 'Values_Hour10': 1630.88, 'Values_Hour11': 1768.04, 'Values_Hour12': 1909.81, 'Values_Hour13': 1913.65, 'Values_Hour14': 1839.94, 'Values_Hour15': 1812.31, 'Values_Hour16': 1851.86, 'Values_Hour17': 1813.34, 'Values_Hour18': 1822.1, 'Values_Hour19': 1929.82, 'Values_Hour20': 1980.17, 'Values_Hour21': 1927.58, 'Values_Hour22': 1838.8, 'Values_Hour23': 1687.5, 'Values_Hour24': 1505.31, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompContEnerNoReg,Agente,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Agente', 'Values_code': 'ADCC', 'Values_Hour01': 6912.5, 'Values_Hour02': 6985.6, 'Values_Hour03': 7006.6, 'Values_Hour04': 7007.9, 'Values_Hour05': 6965.5, 'Values_Hour06': 6966.9, 'Values_Hour07': 6928.2, 'Values_Hour08': 6910.5, 'Values_Hour09': 6812.6, 'Values_Hour10': 6756.6, 'Values_Hour11': 6903.3, 'Values_Hour12': 6888.6, 'Values_Hour13': 6827.6, 'Values_Hour14': 6804.7, 'Values_Hour15': 6801.6, 'Values_Hour16': 6720.3, 'Values_Hour17': 6595.4, 'Values_Hour18': 6553.6, 'Values_Hour19': 6499.5, 'Values_Hour20': 6482.7, 'Values_Hour21': 6486.7, 'Values_Hour22': 6477.7, 'Values_Hour23': 6302.8, 'Values_Hour24': 6220.3, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompContEnerReg,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 4115552.25, 'Values_Hour02': 3945789.77, 'Values_Hour03': 3826383.66, 'Values_Hour04': 3748351.95, 'Values_Hour05': 3719800.17, 'Values_Hour06': 3743868.08, 'Values_Hour07': 3769342.76, 'Values_Hour08': 3891771.06, 'Values_Hour09': 4100927.96, 'Values_Hour10': 4317198.34, 'Values_Hour11': 4484489.26, 'Values_Hour12': 4624348.59, 'Values_Hour13': 4683386.77, 'Values_Hour14': 4654181.54, 'Values_Hour15': 4592062.05, 'Values_Hour16': 4544087.18, 'Values_Hour17': 4498483.56, 'Values_Hour18': 4292736.95, 'Values_Hour19': 4775961.98, 'Values_Hour20': 5010480.38, 'Values_Hour21': 4926316.53, 'Values_Hour22': 4684110.43, 'Values_Hour23': 4331049.4, 'Values_Hour24': 3955968.49, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompContEnerNoReg,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 5054323.44, 'Values_Hour02': 5062039.32, 'Values_Hour03': 5093497.4, 'Values_Hour04': 5074335.59, 'Values_Hour05': 5071034.82, 'Values_Hour06': 5031727.87, 'Values_Hour07': 4918509.75, 'Values_Hour08': 5010665.33, 'Values_Hour09': 5083287.01, 'Values_Hour10': 5080478.7, 'Values_Hour11': 5071897.9, 'Values_Hour12': 5181299.07, 'Values_Hour13': 5180504.7, 'Values_Hour14': 5215098.9, 'Values_Hour15': 5194865.29, 'Values_Hour16': 5199277.46, 'Values_Hour17': 5172724.6, 'Values_Hour18': 5107585.07, 'Values_Hour19': 5240856.45, 'Values_Hour20': 5238030.42, 'Values_Hour21': 5222726.89, 'Values_Hour22': 5204071.7, 'Values_Hour23': 5200531.28, 'Values_Hour24': 5165113.14, 'Date': Timestamp('2024-01-01 00:00:00')}]",
RentasCongestRestr,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': 3269.02, 'Values_Hour05': 5633.31, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': nan, 'Values_Hour11': nan, 'Values_Hour12': nan, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': nan, 'Values_Hour17': 961.98, 'Values_Hour18': 2121.2, 'Values_Hour19': nan, 'Values_Hour20': nan, 'Values_Hour21': 3420.73, 'Values_Hour22': nan, 'Values_Hour23': nan, 'Values_Hour24': 22872.71, 'Date': Timestamp('2024-01-01 00:00:00')}]",
EjecGarantRestr,Sistema,No data,[],,
SnTIEMerito,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': 6500.58667, 'Values_Hour05': 11196.41246, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': nan, 'Values_Hour11': nan, 'Values_Hour12': nan, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': nan, 'Values_Hour17': 1901.13671, 'Values_Hour18': 4225.58393, 'Values_Hour19': nan, 'Values_Hour20': nan, 'Values_Hour21': 6839.97477, 'Values_Hour22': nan, 'Values_Hour23': nan, 'Values_Hour24': 45730.36161, 'Date': Timestamp('2024-01-01 00:00:00')}]",
SnTIEFueraMerito,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': -72.67712, 'Values_Hour02': -65.30732, 'Values_Hour03': -22.16676, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': -6542.976, 'Values_Hour07': -3319.0712, 'Values_Hour08': -153.08873, 'Values_Hour09': -22.60258, 'Values_Hour10': nan, 'Values_Hour11': -88.12927, 'Values_Hour12': nan, 'Values_Hour13': -0.66522, 'Values_Hour14': -56.65465, 'Values_Hour15': -45.21592, 'Values_Hour16': nan, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': nan, 'Values_Hour20': nan, 'Values_Hour21': nan, 'Values_Hour22': nan, 'Values_Hour23': nan, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
PrecBolsNaciTX1,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': 253.3692858534, 'Values_Hour02': 253.3692858534, 'Values_Hour03': 253.3692858534, 'Values_Hour04': 253.3692858534, 'Values_Hour05': 253.3692858534, 'Values_Hour06': 253.3692858534, 'Values_Hour07': 154.3692858534, 'Values_Hour08': 97.3092858534, 'Values_Hour09': 97.3092858534, 'Values_Hour10': 97.3092858534, 'Values_Hour11': 97.3092858534, 'Values_Hour12': 154.3692858534, 'Values_Hour13': 154.3692858534, 'Values_Hour14': 154.3692858534, 'Values_Hour15': 154.3692858534, 'Values_Hour16': 253.3692858534, 'Values_Hour17': 253.3692858534, 'Values_Hour18': 283.3692858534, 'Values_Hour19': 302.6902858534, 'Values_Hour20': 302.6902858534, 'Values_Hour21': 302.6902858534, 'Values_Hour22': 302.6902858534, 'Values_Hour23': 302.6902858534, 'Values_Hour24': 283.3692858534, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompBolsaTIEEner,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': 367.51, 'Values_Hour11': nan, 'Values_Hour12': 155.9, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': 1352.98, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': 228.69, 'Values_Hour20': 399.76, 'Values_Hour21': nan, 'Values_Hour22': 564.46, 'Values_Hour23': 832.31, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompBolsaIntEner,Sistema,No data,[],,
VentBolsaTIEEner,Sistema,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Sistema', 'Values_code': 'Sistema', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': 367.51, 'Values_Hour11': nan, 'Values_Hour12': 155.9, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': 1352.98, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': 228.69, 'Values_Hour20': 399.76, 'Values_Hour21': nan, 'Values_Hour22': 564.46, 'Values_Hour23': 832.31, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
VentBolsaIntEner,Sistema,No data,[],,
CompBolsaTIEEner,Agente,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Agente', 'Values_code': 'CNCC', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': 367.51, 'Values_Hour11': nan, 'Values_Hour12': 155.9, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': 1352.98, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': 228.69, 'Values_Hour20': 399.76, 'Values_Hour21': nan, 'Values_Hour22': 564.46, 'Values_Hour23': 832.31, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompBolsaIntEner,Agente,No data,[],,
VentBolsaTIEEner,Agente,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Agente', 'Values_code': 'CHVG', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': nan, 'Values_Hour11': nan, 'Values_Hour12': nan, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': nan, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': 228.69, 'Values_Hour20': 399.76, 'Values_Hour21': nan, 'Values_Hour22': 564.46, 'Values_Hour23': 832.31, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
VentBolsaIntEner,Agente,No data,[],,
CompBolsaTIEMoneda,Agente,Success,"['Id', 'Values_code', 'Values_Hour01', 'Values_Hour02', 'Values_Hour03', 'Values_Hour04', 'Values_Hour05', 'Values_Hour06', 'Values_Hour07', 'Values_Hour08', 'Values_Hour09', 'Values_Hour10', 'Values_Hour11', 'Values_Hour12', 'Values_Hour13', 'Values_Hour14', 'Values_Hour15', 'Values_Hour16', 'Values_Hour17', 'Values_Hour18', 'Values_Hour19', 'Values_Hour20', 'Values_Hour21', 'Values_Hour22', 'Values_Hour23', 'Values_Hour24', 'Date']","[{'Id': 'Agente', 'Values_code': 'CNCC', 'Values_Hour01': nan, 'Values_Hour02': nan, 'Values_Hour03': nan, 'Values_Hour04': nan, 'Values_Hour05': nan, 'Values_Hour06': nan, 'Values_Hour07': nan, 'Values_Hour08': nan, 'Values_Hour09': nan, 'Values_Hour10': 34156.97, 'Values_Hour11': nan, 'Values_Hour12': 23385.25, 'Values_Hour13': nan, 'Values_Hour14': nan, 'Values_Hour15': nan, 'Values_Hour16': 336894.19, 'Values_Hour17': nan, 'Values_Hour18': nan, 'Values_Hour19': 68223.4, 'Values_Hour20': 119257.44, 'Values_Hour21': nan, 'Values_Hour22': 168391.18, 'Values_Hour23': 248296.89, 'Values_Hour24': nan, 'Date': Timestamp('2024-01-01 00:00:00')}]",
CompBolsaIntMoneda,Agente,No data,[],,
